Dataset	Bait	Gene	IsInteractor	Chr	PosStart	PosEnd
SHANK3_CNCR1	SHANK3	PNPLA6	FALSE	19	7598890	7626650
SHANK3_CNCR1	SHANK3	ENO1	FALSE	1	8921061	8939308
SHANK3_CNCR1	SHANK3	STAU2	FALSE	8	74332604	74659943
SHANK3_CNCR1	SHANK3	SEC24C	FALSE	10	75504120	75531919
SHANK3_CNCR1	SHANK3	RPL24	FALSE	3	101399935	101405626
SHANK3_CNCR1	SHANK3	XRCC6	FALSE	22	42017123	42060044
SHANK3_CNCR1	SHANK3	TUBB4B	FALSE	9	140135665	140138159
SHANK3_CNCR1	SHANK3	HSPA12A	FALSE	10	118430703	118502085
SHANK3_CNCR1	SHANK3	MYL12A	FALSE	18	3247479	3256234
SHANK3_CNCR1	SHANK3	ALDH1A2	FALSE	15	58245622	58790065
SHANK3_CNCR1	SHANK3	RPLP2	FALSE	11	809647	812880
SHANK3_CNCR1	SHANK3	SRSF1	FALSE	17	56080721	56084707
SHANK3_CNCR1	SHANK3	MSMP	FALSE	9	35752987	35756610
SHANK3_CNCR1	SHANK3	FARP1	FALSE	13	98794816	99102027
SHANK3_CNCR1	SHANK3	GLUD2	FALSE	X	120181462	120183794
SHANK3_CNCR1	SHANK3	HNRNPA1	FALSE	12	54673977	54680872
SHANK3_CNCR1	SHANK3	TBC1D4	FALSE	13	75858808	76056250
SHANK3_CNCR1	SHANK3	GOLGA2	FALSE	9	131018108	131038274
SHANK3_CNCR1	SHANK3	RPL27A	FALSE	11	8703958	8736306
SHANK3_CNCR1	SHANK3	RSL1D1	FALSE	16	11929056	11945442
SHANK3_CNCR1	SHANK3	SARM1	FALSE	17	26691378	26725182
SHANK3_CNCR1	SHANK3	AP3B2	FALSE	15	83328033	83378666
SHANK3_CNCR1	SHANK3	WWP2	FALSE	16	69796209	69975644
SHANK3_CNCR1	SHANK3	MAPT	FALSE	17	43971748	44105700
SHANK3_CNCR1	SHANK3	CDH2	FALSE	18	25530930	25757410
SHANK3_CNCR1	SHANK3	NEFM	FALSE	8	24770525	24776607
SHANK3_CNCR1	SHANK3	RPS18	FALSE	6	33379131	33382651
SHANK3_CNCR1	SHANK3	ISL1	FALSE	5	50678921	50690564
SHANK3_CNCR1	SHANK3	NUP54	FALSE	4	77035812	77069668
SHANK3_CNCR1	SHANK3	SNAPIN	FALSE	1	153631130	153634306
SHANK3_CNCR1	SHANK3	SMARCC1	FALSE	3	47626762	47823596
SHANK3_CNCR1	SHANK3	PSPC1	FALSE	13	20248896	20357142
SHANK3_CNCR1	SHANK3	JAKMIP2	FALSE	5	146967990	147162338
SHANK3_CNCR1	SHANK3	GNPDA1	FALSE	5	141371314	141392606
SHANK3_CNCR1	SHANK3	POLR2H	FALSE	3	184079506	184086384
SHANK3_CNCR1	SHANK3	PLXNA2	FALSE	1	208195587	208417665
SHANK3_CNCR1	SHANK3	RTCA	FALSE	1	100731763	100758325
SHANK3_CNCR1	SHANK3	RPS19	FALSE	19	42365823	42378831
SHANK3_CNCR1	SHANK3	UBR3	FALSE	2	170683968	170940641
SHANK3_CNCR1	SHANK3	MYO1B	FALSE	2	192109911	192290115
SHANK3_CNCR1	SHANK3	MARCKS	FALSE	6	114178541	114184648
SHANK3_CNCR1	SHANK3	CDH9	FALSE	5	26880709	27121257
SHANK3_CNCR1	SHANK3	MAP3K5	FALSE	6	136878185	137113656
SHANK3_CNCR1	SHANK3	TRO	FALSE	X	54946895	54957864
SHANK3_CNCR1	SHANK3	GSTP1	FALSE	11	67351066	67354131
SHANK3_CNCR1	SHANK3	DLD	FALSE	7	107531415	107572175
SHANK3_CNCR1	SHANK3	CDH6	FALSE	5	31193857	31329253
SHANK3_CNCR1	SHANK3	HDGFRP3	FALSE	15	83781490	83876575
SHANK3_CNCR1	SHANK3	H2AFY2	FALSE	10	71812552	71872036
SHANK3_CNCR1	SHANK3	PIP4K2B	FALSE	17	36921942	36956379
SHANK3_CNCR1	SHANK3	SMARCC2	FALSE	12	56556767	56583351
SHANK3_CNCR1	SHANK3	ADNP	FALSE	20	49505585	49547958
SHANK3_CNCR1	SHANK3	TMEM245	FALSE	9	111777432	111882225
SHANK3_CNCR1	SHANK3	RAB23	FALSE	6	57053607	57087078
SHANK3_CNCR1	SHANK3	PYM1	FALSE	12	56295197	56326402
SHANK3_CNCR1	SHANK3	MRS2	FALSE	6	24403153	24425810
SHANK3_CNCR1	SHANK3	VGF	FALSE	7	100805790	100808874
SHANK3_CNCR1	SHANK3	SPTLC1	FALSE	9	94794281	94877666
SHANK3_CNCR1	SHANK3	PLPPR3	FALSE	19	812488	821977
SHANK3_CNCR1	SHANK3	HYOU1	FALSE	11	118914900	118927913
SHANK3_CNCR1	SHANK3	DDB1	FALSE	11	61066923	61110068
SHANK3_CNCR1	SHANK3	PPIA	FALSE	7	44836279	44864163
SHANK3_CNCR1	SHANK3	MED17	FALSE	11	93517393	93547861
SHANK3_CNCR1	SHANK3	DDX39B	FALSE	6	31497996	31510225
SHANK3_CNCR1	SHANK3	RAB18	FALSE	10	27793197	27831143
SHANK3_CNCR1	SHANK3	CHD6	FALSE	20	40030741	40247133
SHANK3_CNCR1	SHANK3	MED22	FALSE	9	136205160	136214986
SHANK3_CNCR1	SHANK3	SYN1	FALSE	X	47431303	47479252
SHANK3_CNCR1	SHANK3	YBX1	FALSE	1	43148098	43168020
SHANK3_CNCR1	SHANK3	BOP1	FALSE	8	145486055	145515082
SHANK3_CNCR1	SHANK3	PAF1	FALSE	19	39876492	39881835
SHANK3_CNCR1	SHANK3	RUVBL1	FALSE	3	127783621	127872757
SHANK3_CNCR1	SHANK3	RBM4	FALSE	11	66384097	66434153
SHANK3_CNCR1	SHANK3	SMARCD2	FALSE	17	61909444	61920425
SHANK3_CNCR1	SHANK3	CABLES2	FALSE	20	60963688	60982341
SHANK3_CNCR1	SHANK3	ARHGEF2	FALSE	1	155916630	155976861
SHANK3_CNCR1	SHANK3	RPL26	FALSE	17	8280838	8286531
SHANK3_CNCR1	SHANK3	IGKV1-5	FALSE	2	89246819	89247475
SHANK3_CNCR1	SHANK3	MED4	FALSE	13	48627459	48669267
SHANK3_CNCR1	SHANK3	AGPAT1	FALSE	6	32212421	32222305
SHANK3_CNCR1	SHANK3	MRTO4	FALSE	1	19578033	19586622
SHANK3_CNCR1	SHANK3	RPL21	FALSE	13	27825446	27830828
SHANK3_CNCR1	SHANK3	FLG	FALSE	1	152274651	152297679
SHANK3_CNCR1	SHANK3	LDHB	FALSE	12	21788276	21910791
SHANK3_CNCR1	SHANK3	POM121	FALSE	7	72344322	72416397
SHANK3_CNCR1	SHANK3	BCL9L	FALSE	11	118764584	118796317
SHANK3_CNCR1	SHANK3	KRT25	FALSE	17	38904273	38911584
SHANK3_CNCR1	SHANK3	DOCK10	FALSE	2	225629807	225907162
SHANK3_CNCR1	SHANK3	IARS	FALSE	9	94972489	95056038
SHANK3_CNCR1	SHANK3	RPL31	FALSE	2	101618177	101640494
SHANK3_CNCR1	SHANK3	BTBD2	FALSE	19	1985447	2034880
SHANK3_CNCR1	SHANK3	KIAA1468	FALSE	18	59854491	59974355
SHANK3_CNCR1	SHANK3	KCTD6	FALSE	3	58477841	58488087
SHANK3_CNCR1	SHANK3	RBMX	FALSE	X	135930163	135962923
SHANK3_CNCR1	SHANK3	SSBP3	FALSE	1	54691105	54879152
SHANK3_CNCR1	SHANK3	HIST1H1B	FALSE	6	27834570	27835359
SHANK3_CNCR1	SHANK3	HNRNPUL2	FALSE	11	62480102	62494821
SHANK3_CNCR1	SHANK3	RPL18	FALSE	19	49118585	49122793
SHANK3_CNCR1	SHANK3	SNRPC	FALSE	6	34725183	34741571
SHANK3_CNCR1	SHANK3	HIST1H4A	FALSE	6	26021907	26022278
SHANK3_CNCR1	SHANK3	PRCC	FALSE	1	156720402	156770607
SHANK3_CNCR1	SHANK3	PRDX2	FALSE	19	12907634	12912694
SHANK3_CNCR1	SHANK3	SNRPA1	FALSE	15	101821715	101835487
SHANK3_CNCR1	SHANK3	CCDC6	FALSE	10	61548521	61666414
SHANK3_CNCR1	SHANK3	ELAVL4	FALSE	1	50513686	50669458
SHANK3_CNCR1	SHANK3	TCOF1	FALSE	5	149737202	149779871
SHANK3_CNCR1	SHANK3	SRPK1	FALSE	6	35800743	35889119
SHANK3_CNCR1	SHANK3	BUB3	FALSE	10	124913793	124924886
SHANK3_CNCR1	SHANK3	CHERP	FALSE	19	16628700	16653341
SHANK3_CNCR1	SHANK3	NDUFA9	FALSE	12	4758261	4798454
SHANK3_CNCR1	SHANK3	SSRP1	FALSE	11	57093459	57103351
SHANK3_CNCR1	SHANK3	EXOSC6	FALSE	16	70284134	70285833
SHANK3_CNCR1	SHANK3	TLK2	FALSE	17	60536019	60692842
SHANK3_CNCR1	SHANK3	RPS11	FALSE	19	49999622	50002946
SHANK3_CNCR1	SHANK3	IGHA1	FALSE	14	106173457	106175002
SHANK3_CNCR1	SHANK3	STK38	FALSE	6	36461669	36515247
SHANK3_CNCR1	SHANK3	SF1	FALSE	11	64532078	64546258
SHANK3_CNCR1	SHANK3	KLHL22	FALSE	22	20783528	20850170
SHANK3_CNCR1	SHANK3	KRT33B	FALSE	17	39519746	39526052
SHANK3_CNCR1	SHANK3	YWHAQ	FALSE	2	9724101	9771143
SHANK3_CNCR1	SHANK3	ATP1A3	FALSE	19	42472487	42503402
SHANK3_CNCR1	SHANK3	RTN1	FALSE	14	60062694	60337684
SHANK3_CNCR1	SHANK3	WDR5	FALSE	9	137000487	137025093
SHANK3_CNCR1	SHANK3	PCCB	FALSE	3	135969148	136056738
SHANK3_CNCR1	SHANK3	HNRNPU	FALSE	1	245014468	245027844
SHANK3_CNCR1	SHANK3	ARHGEF12	FALSE	11	120207787	120360645
SHANK3_CNCR1	SHANK3	HNRNPAB	FALSE	5	177631508	177638164
SHANK3_CNCR1	SHANK3	TNIK	FALSE	3	170779128	171178197
SHANK3_CNCR1	SHANK3	ATP6V1D	FALSE	14	67761088	67826982
SHANK3_CNCR1	SHANK3	PRDX6	FALSE	1	173446405	173457946
SHANK3_CNCR1	SHANK3	LIN28B	FALSE	6	105404923	105531207
SHANK3_CNCR1	SHANK3	SNX9	FALSE	6	158244296	158366109
SHANK3_CNCR1	SHANK3	DNM1	FALSE	9	130965658	131017527
SHANK3_CNCR1	SHANK3	CPSF6	FALSE	12	69633317	69668138
SHANK3_CNCR1	SHANK3	FMNL2	FALSE	2	153191751	153506348
SHANK3_CNCR1	SHANK3	CCAR2	FALSE	8	22462145	22479027
SHANK3_CNCR1	SHANK3	EEF2	FALSE	19	3976054	3985467
SHANK3_CNCR1	SHANK3	ZNF778	FALSE	16	89284118	89295363
SHANK3_CNCR1	SHANK3	MMAA	FALSE	4	146539415	146581187
SHANK3_CNCR1	SHANK3	TRIM28	FALSE	19	59055458	59062089
SHANK3_CNCR1	SHANK3	WDR47	FALSE	1	109512836	109584850
SHANK3_CNCR1	SHANK3	DHX15	FALSE	4	24519064	24586173
SHANK3_CNCR1	SHANK3	PLD5	FALSE	1	242246288	242687998
SHANK3_CNCR1	SHANK3	DPF1	FALSE	19	38701646	38720354
SHANK3_CNCR1	SHANK3	PIGR	FALSE	1	207101863	207119811
SHANK3_CNCR1	SHANK3	SLIT2	FALSE	4	20254883	20622184
SHANK3_CNCR1	SHANK3	SLC3A2	FALSE	11	62623518	62656352
SHANK3_CNCR1	SHANK3	ARID1B	FALSE	6	157099063	157531913
SHANK3_CNCR1	SHANK3	MASTL	FALSE	10	27443753	27475853
SHANK3_CNCR1	SHANK3	UBXN8	FALSE	8	30589764	30624522
SHANK3_CNCR1	SHANK3	MBL2	FALSE	10	54525140	54531460
SHANK3_CNCR1	SHANK3	WASHC3	FALSE	12	102406618	102455927
SHANK3_CNCR1	SHANK3	GTF2IRD1	FALSE	7	73918747	74067561
SHANK3_CNCR1	SHANK3	MYO5A	FALSE	15	52599480	52821247
SHANK3_CNCR1	SHANK3	GTF2I	FALSE	7	74071994	74175026
SHANK3_CNCR1	SHANK3	RPL32	FALSE	3	12875984	12883087
SHANK3_CNCR1	SHANK3	KRT3	FALSE	12	53183469	53189901
SHANK3_CNCR1	SHANK3	ROGDI	FALSE	16	4846969	4852951
SHANK3_CNCR1	SHANK3	PRSS1	FALSE	7	142457319	142460923
SHANK3_CNCR1	SHANK3	SNAP25	FALSE	20	10199478	10288066
SHANK3_CNCR1	SHANK3	BRSK1	FALSE	19	55793440	55823901
SHANK3_CNCR1	SHANK3	SLC25A4	FALSE	4	186064395	186071536
SHANK3_CNCR1	SHANK3	SRSF2	FALSE	17	74730197	74733456
SHANK3_CNCR1	SHANK3	FBLL1	FALSE	5	167956121	167957639
SHANK3_CNCR1	SHANK3	TUBB3	FALSE	16	89985573	90002500
SHANK3_CNCR1	SHANK3	ATP5F1B	FALSE	12	57031959	57039768
SHANK3_CNCR1	SHANK3	MARK2	FALSE	11	63606400	63678491
SHANK3_CNCR1	SHANK3	LRSAM1	FALSE	9	130213765	130265780
SHANK3_CNCR1	SHANK3	EXOSC10	FALSE	1	11126675	11159938
SHANK3_CNCR1	SHANK3	GTPBP1	FALSE	22	39101728	39134304
SHANK3_CNCR1	SHANK3	ZFR	FALSE	5	32354456	32444867
SHANK3_CNCR1	SHANK3	MED31	FALSE	17	6546635	6554954
SHANK3_CNCR1	SHANK3	DPP10	FALSE	2	115199876	116603328
SHANK3_CNCR1	SHANK3	ZNF618	FALSE	9	116638562	116818871
SHANK3_CNCR1	SHANK3	CSNK1D	FALSE	17	80196899	80231607
SHANK3_CNCR1	SHANK3	MTSS1L	FALSE	16	70695107	70719969
SHANK3_CNCR1	SHANK3	CHD8	FALSE	14	21853353	21924285
SHANK3_CNCR1	SHANK3	MAGED1	FALSE	X	51546007	51645357
SHANK3_CNCR1	SHANK3	MED13L	FALSE	12	116395711	116715143
SHANK3_CNCR1	SHANK3	PRDX1	FALSE	1	45976708	45988719
SHANK3_CNCR1	SHANK3	NCOA5	FALSE	20	44689624	44718591
SHANK3_CNCR1	SHANK3	GCH1	FALSE	14	55308726	55369570
SHANK3_CNCR1	SHANK3	ZCCHC3	FALSE	20	277737	280965
SHANK3_CNCR1	SHANK3	AFAP1	FALSE	4	7760441	7941653
SHANK3_CNCR1	SHANK3	PAFAH1B1	FALSE	17	2496504	2588909
SHANK3_CNCR1	SHANK3	DSC3	FALSE	18	28569974	28622781
SHANK3_CNCR1	SHANK3	MAGEE2	FALSE	X	75002823	75005079
SHANK3_CNCR1	SHANK3	CPSF4	FALSE	7	99036545	99054994
SHANK3_CNCR1	SHANK3	USP10	FALSE	16	84733584	84813528
SHANK3_CNCR1	SHANK3	RPLP0	FALSE	12	120634489	120639038
SHANK3_CNCR1	SHANK3	DNAJB11	FALSE	3	186285192	186315061
SHANK3_CNCR1	SHANK3	GOLGA4	FALSE	3	37284668	37408242
SHANK3_CNCR1	SHANK3	ELMO2	FALSE	20	44994688	45061704
SHANK3_CNCR1	SHANK3	PC	FALSE	11	66615704	66725847
SHANK3_CNCR1	SHANK3	MIA3	FALSE	1	222791428	222841354
SHANK3_CNCR1	SHANK3	KTN1	FALSE	14	56025790	56168244
SHANK3_CNCR1	SHANK3	RPS8	FALSE	1	45240923	45244451
SHANK3_CNCR1	SHANK3	TUBA1A	FALSE	12	49578579	49583107
SHANK3_CNCR1	SHANK3	KRT80	FALSE	12	52562780	52585784
SHANK3_CNCR1	SHANK3	RSAD2	FALSE	2	7005937	7038370
SHANK3_CNCR1	SHANK3	KRT75	FALSE	12	52817854	52828309
SHANK3_CNCR1	SHANK3	ABI1	FALSE	10	27035522	27150016
SHANK3_CNCR1	SHANK3	CPNE3	FALSE	8	87497059	87573726
SHANK3_CNCR1	SHANK3	NPM1	FALSE	5	170814120	170838141
SHANK3_CNCR1	SHANK3	GSK3B	FALSE	3	119540170	119813264
SHANK3_CNCR1	SHANK3	KHDRBS2	FALSE	6	62389865	62996132
SHANK3_CNCR1	SHANK3	DYNC1I2	FALSE	2	172543919	172604930
SHANK3_CNCR1	SHANK3	TAF15	FALSE	17	34136474	34191634
SHANK3_CNCR1	SHANK3	VPS13D	FALSE	1	12290124	12572099
SHANK3_CNCR1	SHANK3	ZSWIM8	FALSE	10	75545340	75561551
SHANK3_CNCR1	SHANK3	IGF2BP2	FALSE	3	185361527	185542844
SHANK3_CNCR1	SHANK3	CDH11	FALSE	16	64977656	65160015
SHANK3_CNCR1	SHANK3	STXBP1	FALSE	9	130374544	130457460
SHANK3_CNCR1	SHANK3	SET	FALSE	9	131445703	131458679
SHANK3_CNCR1	SHANK3	CYFIP2	FALSE	5	156693089	156822606
SHANK3_CNCR1	SHANK3	TMEM160	FALSE	19	47549165	47551888
SHANK3_CNCR1	SHANK3	ATP6V1E1	FALSE	22	18074902	18111584
SHANK3_CNCR1	SHANK3	ANXA2	FALSE	15	60639333	60695082
SHANK3_CNCR1	SHANK3	LRPPRC	FALSE	2	44113647	44223144
SHANK3_CNCR1	SHANK3	MED1	FALSE	17	37560538	37607539
SHANK3_CNCR1	SHANK3	SPAG9	FALSE	17	49039535	49198226
SHANK3_CNCR1	SHANK3	SSBP2	FALSE	5	80708840	81047616
SHANK3_CNCR1	SHANK3	ALDOC	FALSE	17	26900133	26904282
SHANK3_CNCR1	SHANK3	HNRNPR	FALSE	1	23630264	23670829
SHANK3_CNCR1	SHANK3	FARSA	FALSE	19	13033293	13044851
SHANK3_CNCR1	SHANK3	GRIPAP1	FALSE	X	48830134	48858675
SHANK3_CNCR1	SHANK3	COL11A2	FALSE	6	33130458	33160276
SHANK3_CNCR1	SHANK3	AARS	FALSE	16	70286198	70323446
SHANK3_CNCR1	SHANK3	SAMM50	FALSE	22	44351301	44406411
SHANK3_CNCR1	SHANK3	H1FX	FALSE	3	129033615	129035120
SHANK3_CNCR1	SHANK3	TRAPPC9	FALSE	8	140742586	141468678
SHANK3_CNCR1	SHANK3	VAPB	FALSE	20	56964178	57026157
SHANK3_CNCR1	SHANK3	AZGP1	FALSE	7	99564343	99573780
SHANK3_CNCR1	SHANK3	ISL2	FALSE	15	76629065	76634817
SHANK3_CNCR1	SHANK3	TUBB6	FALSE	18	12307668	12344319
SHANK3_CNCR1	SHANK3	ANXA1	FALSE	9	75766673	75785309
SHANK3_CNCR1	SHANK3	TF	FALSE	3	133464800	133497850
SHANK3_CNCR1	SHANK3	RPL3	FALSE	22	39708887	39716394
SHANK3_CNCR1	SHANK3	SEC13	FALSE	3	10334815	10362862
SHANK3_CNCR1	SHANK3	DDX3Y	FALSE	Y	15016019	15032390
SHANK3_CNCR1	SHANK3	PSMD2	FALSE	3	184016497	184026842
SHANK3_CNCR1	SHANK3	ADAR	FALSE	1	154554538	154600475
SHANK3_CNCR1	SHANK3	PARP1	FALSE	1	226548392	226595780
SHANK3_CNCR1	SHANK3	RTN3	FALSE	11	63448918	63527363
SHANK3_CNCR1	SHANK3	BAG4	FALSE	8	38034051	38070819
SHANK3_CNCR1	SHANK3	RPL35A	FALSE	3	197676858	197683481
SHANK3_CNCR1	SHANK3	DHRS7	FALSE	14	60610838	60636574
SHANK3_CNCR1	SHANK3	MYL6	FALSE	12	56551945	56557280
SHANK3_CNCR1	SHANK3	ASAP1	FALSE	8	131064353	131455906
SHANK3_CNCR1	SHANK3	GABBR1	FALSE	6	29519995	29597568
SHANK3_CNCR1	SHANK3	KRT71	FALSE	12	52937693	52946931
SHANK3_CNCR1	SHANK3	RRBP1	FALSE	20	17594323	17662940
SHANK3_CNCR1	SHANK3	TPP2	FALSE	13	103249353	103331521
SHANK3_CNCR1	SHANK3	CFAP20	FALSE	16	58147496	58163285
SHANK3_CNCR1	SHANK3	CTNNA1	FALSE	5	137946656	138270723
SHANK3_CNCR1	SHANK3	SMARCA4	FALSE	19	11071598	11176071
SHANK3_CNCR1	SHANK3	ELAVL2	FALSE	9	23690102	23826335
SHANK3_CNCR1	SHANK3	TERF2	FALSE	16	69389464	69442474
SHANK3_CNCR1	SHANK3	GPRIN1	FALSE	5	176022803	176037134
SHANK3_CNCR1	SHANK3	KRT85	FALSE	12	52753790	52761265
SHANK3_CNCR1	SHANK3	NDEL1	FALSE	17	8316449	8393729
SHANK3_CNCR1	SHANK3	PPL	FALSE	16	4932508	5010742
SHANK3_CNCR1	SHANK3	GRAMD1A	FALSE	19	35485688	35517375
SHANK3_CNCR1	SHANK3	DYRK1A	FALSE	21	38738092	38889753
SHANK3_CNCR1	SHANK3	RBBP4	FALSE	1	33116743	33151812
SHANK3_CNCR1	SHANK3	GPHN	FALSE	14	66974125	67648520
SHANK3_CNCR1	SHANK3	PPP1R3F	FALSE	X	49129242	49160849
SHANK3_CNCR1	SHANK3	PRB4	FALSE	12	11460017	11463369
SHANK3_CNCR1	SHANK3	AP2A1	FALSE	19	50270225	50310370
SHANK3_CNCR1	SHANK3	FAT4	FALSE	4	126237554	126414087
SHANK3_CNCR1	SHANK3	NUDC	FALSE	1	27226729	27273353
SHANK3_CNCR1	SHANK3	NOVA1	FALSE	14	26912299	27066960
SHANK3_CNCR1	SHANK3	HNRNPLL	FALSE	2	38789120	38830728
SHANK3_CNCR1	SHANK3	GNE	FALSE	9	36214438	36277053
SHANK3_CNCR1	SHANK3	B4GALNT4	FALSE	11	369796	382116
SHANK3_CNCR1	SHANK3	DLG3	FALSE	X	69664711	69725337
SHANK3_CNCR1	SHANK3	PSMB1	FALSE	6	170844205	170862429
SHANK3_CNCR1	SHANK3	RPL13A	FALSE	19	49990811	49995565
SHANK3_CNCR1	SHANK3	HIP1R	FALSE	12	123319000	123347507
SHANK3_CNCR1	SHANK3	KRT24	FALSE	17	38854243	38860002
SHANK3_CNCR1	SHANK3	CABLES1	FALSE	18	20714528	20840431
SHANK3_CNCR1	SHANK3	KRT35	FALSE	17	39632941	39637392
SHANK3_CNCR1	SHANK3	JUP	FALSE	17	39775692	39943183
SHANK3_CNCR1	SHANK3	NT5DC2	FALSE	3	52558386	52569070
SHANK3_CNCR1	SHANK3	KIF2A	FALSE	5	61601989	61833076
SHANK3_CNCR1	SHANK3	YWHAB	FALSE	20	43514317	43537173
SHANK3_CNCR1	SHANK3	ARID1A	FALSE	1	27022524	27108595
SHANK3_CNCR1	SHANK3	UPRT	FALSE	X	74493920	74524435
SHANK3_CNCR1	SHANK3	HK1	FALSE	10	71029740	71161638
SHANK3_CNCR1	SHANK3	ANAPC7	FALSE	12	110810705	110841535
SHANK3_CNCR1	SHANK3	ANK2	FALSE	4	113739265	114304896
SHANK3_CNCR1	SHANK3	CALCOCO1	FALSE	12	54104903	54121529
SHANK3_CNCR1	SHANK3	OGDHL	FALSE	10	50942689	50970425
SHANK3_CNCR1	SHANK3	RPL11	FALSE	1	24018269	24022915
SHANK3_CNCR1	SHANK3	BAIAP2	FALSE	17	79008948	79091232
SHANK3_CNCR1	SHANK3	PJA2	FALSE	5	108670410	108745695
SHANK3_CNCR1	SHANK3	VPS50	FALSE	7	92861653	92988338
SHANK3_CNCR1	SHANK3	GAK	FALSE	4	843064	926161
SHANK3_CNCR1	SHANK3	ATP7A	FALSE	X	77171651	77311349
SHANK3_CNCR1	SHANK3	STIM2	FALSE	4	26859300	27027003
SHANK3_CNCR1	SHANK3	DCTN1	FALSE	2	74588281	74619214
SHANK3_CNCR1	SHANK3	BCLAF1	FALSE	6	136578001	136610989
SHANK3_CNCR1	SHANK3	RALA	FALSE	7	39663082	39747723
SHANK3_CNCR1	SHANK3	SRGAP2	FALSE	1	206266906	206527996
SHANK3_CNCR1	SHANK3	AP3B1	FALSE	5	77296349	77590579
SHANK3_CNCR1	SHANK3	KRT16	FALSE	17	39766030	39772151
SHANK3_CNCR1	SHANK3	CTAGE5	FALSE	14	39734488	39856156
SHANK3_CNCR1	SHANK3	SART3	FALSE	12	108916357	108955176
SHANK3_CNCR1	SHANK3	PHLDB2	FALSE	3	111451344	111695364
SHANK3_CNCR1	SHANK3	KRT10	FALSE	17	38974369	38978847
SHANK3_CNCR1	SHANK3	NIN	FALSE	14	51186481	51297839
SHANK3_CNCR1	SHANK3	VTI1B	FALSE	14	68113792	68141548
SHANK3_CNCR1	SHANK3	TECR	FALSE	19	14627897	14676792
SHANK3_CNCR1	SHANK3	MRPS26	FALSE	20	3026591	3028900
SHANK3_CNCR1	SHANK3	DDX21	FALSE	10	70715884	70744829
SHANK3_CNCR1	SHANK3	CARMIL3	FALSE	14	24521218	24538938
SHANK3_CNCR1	SHANK3	VPS51	FALSE	11	64856796	64879332
SHANK3_CNCR1	SHANK3	RALY	FALSE	20	32581452	32696114
SHANK3_CNCR1	SHANK3	PPP1CC	FALSE	12	111157485	111180744
SHANK3_CNCR1	SHANK3	MED12	FALSE	X	70338406	70362303
SHANK3_CNCR1	SHANK3	SFXN3	FALSE	10	102790991	102800998
SHANK3_CNCR1	SHANK3	MICAL1	FALSE	6	109765265	109787171
SHANK3_CNCR1	SHANK3	SERBP1	FALSE	1	67873493	67896098
SHANK3_CNCR1	SHANK3	H3F3B	FALSE	17	73772515	73781974
SHANK3_CNCR1	SHANK3	MTSS1	FALSE	8	125563031	125740730
SHANK3_CNCR1	SHANK3	NLGN1	FALSE	3	173114074	174004434
SHANK3_CNCR1	SHANK3	PLEKHA6	FALSE	1	204187979	204346793
SHANK3_CNCR1	SHANK3	CSDE1	FALSE	1	115259534	115301297
SHANK3_CNCR1	SHANK3	XPR1	FALSE	1	180601140	180859387
SHANK3_CNCR1	SHANK3	COL4A3BP	FALSE	5	74664311	74807963
SHANK3_CNCR1	SHANK3	DIXDC1	FALSE	11	111797867	111893307
SHANK3_CNCR1	SHANK3	STX7	FALSE	6	132767006	132834337
SHANK3_CNCR1	SHANK3	UCK2	FALSE	1	165796768	165880855
SHANK3_CNCR1	SHANK3	C16orf78	FALSE	16	49407734	49433342
SHANK3_CNCR1	SHANK3	EIF4E2	FALSE	2	233414762	233448354
SHANK3_CNCR1	SHANK3	SCCPDH	FALSE	1	246887349	246931439
SHANK3_CNCR1	SHANK3	CAMK2D	FALSE	4	114372188	114683083
SHANK3_CNCR1	SHANK3	MTDH	FALSE	8	98656407	98740998
SHANK3_CNCR1	SHANK3	RPL7A	FALSE	9	136215069	136218281
SHANK3_CNCR1	SHANK3	ATP4A	FALSE	19	36040945	36054560
SHANK3_CNCR1	SHANK3	S100A11	FALSE	1	152004982	152020383
SHANK3_CNCR1	SHANK3	CENPV	FALSE	17	16245848	16256970
SHANK3_CNCR1	SHANK3	CIITA	FALSE	16	10971055	11026079
SHANK3_CNCR1	SHANK3	RPL10	FALSE	X	153558423	153577636
SHANK3_CNCR1	SHANK3	GNB1	FALSE	1	1716729	1822495
SHANK3_CNCR1	SHANK3	TAB1	FALSE	22	39795746	39833065
SHANK3_CNCR1	SHANK3	CDH20	FALSE	18	59000815	59223006
SHANK3_CNCR1	SHANK3	RPL12	FALSE	9	130209953	130213684
SHANK3_CNCR1	SHANK3	PFN2	FALSE	3	149682691	149768575
SHANK3_CNCR1	SHANK3	IMPDH2	FALSE	3	49061758	49066841
SHANK3_CNCR1	SHANK3	CANX	FALSE	5	179105629	179157926
SHANK3_CNCR1	SHANK3	RBM5	FALSE	3	50126341	50156454
SHANK3_CNCR1	SHANK3	NID1	FALSE	1	236139130	236228462
SHANK3_CNCR1	SHANK3	ATP1B1	FALSE	1	169074935	169101960
SHANK3_CNCR1	SHANK3	ARHGEF6	FALSE	X	135747706	135864247
SHANK3_CNCR1	SHANK3	NCKAP1	FALSE	2	183773843	183903586
SHANK3_CNCR1	SHANK3	MAPRE1	FALSE	20	31407699	31438211
SHANK3_CNCR1	SHANK3	HIGD1A	FALSE	3	42798669	42846023
SHANK3_CNCR1	SHANK3	GRK5	FALSE	10	120967101	121215131
