Test	Dataset	DegType	CellType	PopCount	IntCount	DegCount	OverlapCount	P	OverlapGenes
Global	MED13L	Up	IN-SST	36254	44	21	0	1.0	
Conditional	MED13L	Up	IN-SST	1210	44	3	0	1.0	
Global	MED13L	Up	IN-VIP	36254	44	58	0	1.0	
Conditional	MED13L	Up	IN-VIP	1210	44	6	0	1.0	
Global	MED13L	Up	IN-SV2C	36254	44	11	0	1.0	
Conditional	MED13L	Up	IN-SV2C	1210	44	2	0	1.0	
Global	MED13L	Up	Microglia	36254	44	58	0	1.0	
Conditional	MED13L	Up	Microglia	1210	44	8	0	1.0	
Global	MED13L	Up	AST-PP	36254	44	45	1	0.05321291403725808	PACS1
Conditional	MED13L	Up	AST-PP	1210	44	7	1	0.22890694665813469	PACS1
Global	MED13L	Up	AST-FB	36254	44	13	0	1.0	
Conditional	MED13L	Up	AST-FB	1210	44	1	0	1.0	
Global	MED13L	Up	Oligodendrocytes	36254	44	6	0	1.0	
Conditional	MED13L	Up	Oligodendrocytes	1210	44	1	0	1.0	
Global	MED13L	Up	OPC	36254	44	1	0	1.0	
Conditional	MED13L	Up	OPC	1210	44	0	0	1.0	
Global	MED13L	Up	Endothelial	36254	44	33	0	1.0	
Conditional	MED13L	Up	Endothelial	1210	44	1	0	1.0	
Global	MED13L	Down	L2/3	36254	44	46	0	1.0	
Conditional	MED13L	Down	L2/3	1210	44	7	0	1.0	
Global	MED13L	Down	L4	36254	44	40	0	1.0	
Conditional	MED13L	Down	L4	1210	44	2	0	1.0	
Global	MED13L	Down	L5/6	36254	44	3	0	1.0	
Conditional	MED13L	Down	L5/6	1210	44	1	0	1.0	
Global	MED13L	Down	L5/6-CC	36254	44	5	0	1.0	
Conditional	MED13L	Down	L5/6-CC	1210	44	2	0	1.0	
Global	MED13L	Down	Neu-mat	36254	44	2	0	1.0	
Conditional	MED13L	Down	Neu-mat	1210	44	0	0	1.0	
Global	MED13L	Down	Neu-NRGN-I	36254	44	6	0	1.0	
Conditional	MED13L	Down	Neu-NRGN-I	1210	44	1	0	1.0	
Global	MED13L	Down	Neu-NRGN-II	36254	44	9	0	1.0	
Conditional	MED13L	Down	Neu-NRGN-II	1210	44	1	0	1.0	
Global	MED13L	Down	IN-PV	36254	44	8	0	1.0	
Conditional	MED13L	Down	IN-PV	1210	44	1	0	1.0	
Global	MED13L	Down	IN-SST	36254	44	8	0	1.0	
Conditional	MED13L	Down	IN-SST	1210	44	1	0	1.0	
Global	MED13L	Down	IN-VIP	36254	44	21	0	1.0	
Conditional	MED13L	Down	IN-VIP	1210	44	2	0	1.0	
Global	MED13L	Down	IN-SV2C	36254	44	21	0	1.0	
Conditional	MED13L	Down	IN-SV2C	1210	44	3	0	1.0	
Global	MED13L	Down	Microglia	36254	44	20	1	0.024001564776161402	FTH1
Conditional	MED13L	Down	Microglia	1210	44	4	1	0.13787290317746162	FTH1
Global	MED13L	Down	AST-PP	36254	44	14	0	1.0	
Conditional	MED13L	Down	AST-PP	1210	44	1	0	1.0	
Global	MED13L	Down	AST-FB	36254	44	2	0	1.0	
Conditional	MED13L	Down	AST-FB	1210	44	0	0	1.0	
Global	MED13L	Down	Oligodendrocytes	36254	44	10	0	1.0	
Conditional	MED13L	Down	Oligodendrocytes	1210	44	2	0	1.0	
Global	MED13L	Down	OPC	36254	44	2	0	1.0	
Conditional	MED13L	Down	OPC	1210	44	0	0	1.0	
Global	MED13L	Down	Endothelial	36254	44	26	0	1.0	
Conditional	MED13L	Down	Endothelial	1210	44	4	0	1.0	
Global	PTEN	All	L2/3	36254	3	107	0	1.0	
Conditional	PTEN	All	L2/3	216	3	4	0	1.0	
Global	PTEN	All	L4	36254	3	105	0	1.0	
Conditional	PTEN	All	L4	216	3	1	0	1.0	
Global	PTEN	All	L5/6	36254	3	8	0	1.0	
Conditional	PTEN	All	L5/6	216	3	0	0	1.0	
Global	PTEN	All	L5/6-CC	36254	3	19	0	1.0	
Conditional	PTEN	All	L5/6-CC	216	3	2	0	1.0	
Global	PTEN	All	Neu-mat	36254	3	3	0	1.0	
Conditional	PTEN	All	Neu-mat	216	3	0	0	1.0	
Global	PTEN	All	Neu-NRGN-I	36254	3	13	0	1.0	
Conditional	PTEN	All	Neu-NRGN-I	216	3	0	0	1.0	
Global	PTEN	All	Neu-NRGN-II	36254	3	26	0	1.0	
Conditional	PTEN	All	Neu-NRGN-II	216	3	0	0	1.0	
Global	PTEN	All	IN-PV	36254	3	27	0	1.0	
Conditional	PTEN	All	IN-PV	216	3	1	0	1.0	
Global	PTEN	All	IN-SST	36254	3	29	0	1.0	
Conditional	PTEN	All	IN-SST	216	3	1	0	1.0	
Global	PTEN	All	IN-VIP	36254	3	79	0	1.0	
Conditional	PTEN	All	IN-VIP	216	3	1	0	1.0	
Global	PTEN	All	IN-SV2C	36254	3	32	0	1.0	
Conditional	PTEN	All	IN-SV2C	216	3	0	0	1.0	
Global	PTEN	All	Microglia	36254	3	78	0	1.0	
Conditional	PTEN	All	Microglia	216	3	3	0	1.0	
Global	PTEN	All	AST-PP	36254	3	59	0	1.0	
Conditional	PTEN	All	AST-PP	216	3	1	0	1.0	
Global	PTEN	All	AST-FB	36254	3	15	0	1.0	
Conditional	PTEN	All	AST-FB	216	3	0	0	1.0	
Global	PTEN	All	Oligodendrocytes	36254	3	16	0	1.0	
Conditional	PTEN	All	Oligodendrocytes	216	3	0	0	1.0	
Global	PTEN	All	OPC	36254	3	3	0	1.0	
Conditional	PTEN	All	OPC	216	3	0	0	1.0	
Global	PTEN	All	Endothelial	36254	3	59	0	1.0	
Conditional	PTEN	All	Endothelial	216	3	2	0	1.0	
Global	PTEN	Up	L2/3	36254	3	61	0	1.0	
Conditional	PTEN	Up	L2/3	216	3	2	0	1.0	
Global	PTEN	Up	L4	36254	3	65	0	1.0	
Conditional	PTEN	Up	L4	216	3	0	0	1.0	
Global	PTEN	Up	L5/6	36254	3	5	0	1.0	
Conditional	PTEN	Up	L5/6	216	3	0	0	1.0	
Global	PTEN	Up	L5/6-CC	36254	3	14	0	1.0	
Conditional	PTEN	Up	L5/6-CC	216	3	1	0	1.0	
Global	PTEN	Up	Neu-mat	36254	3	1	0	1.0	
Conditional	PTEN	Up	Neu-mat	216	3	0	0	1.0	
Global	PTEN	Up	Neu-NRGN-I	36254	3	7	0	1.0	
Conditional	PTEN	Up	Neu-NRGN-I	216	3	0	0	1.0	
Global	PTEN	Up	Neu-NRGN-II	36254	3	17	0	1.0	
Conditional	PTEN	Up	Neu-NRGN-II	216	3	0	0	1.0	
Global	PTEN	Up	IN-PV	36254	3	19	0	1.0	
Conditional	PTEN	Up	IN-PV	216	3	1	0	1.0	
Global	PTEN	Up	IN-SST	36254	3	21	0	1.0	
Conditional	PTEN	Up	IN-SST	216	3	1	0	1.0	
Global	PTEN	Up	IN-VIP	36254	3	58	0	1.0	
Conditional	PTEN	Up	IN-VIP	216	3	0	0	1.0	
Global	PTEN	Up	IN-SV2C	36254	3	11	0	1.0	
Conditional	PTEN	Up	IN-SV2C	216	3	0	0	1.0	
Global	PTEN	Up	Microglia	36254	3	58	0	1.0	
Conditional	PTEN	Up	Microglia	216	3	2	0	1.0	
Global	PTEN	Up	AST-PP	36254	3	45	0	1.0	
Conditional	PTEN	Up	AST-PP	216	3	1	0	1.0	
Global	PTEN	Up	AST-FB	36254	3	13	0	1.0	
Conditional	PTEN	Up	AST-FB	216	3	0	0	1.0	
Global	PTEN	Up	Oligodendrocytes	36254	3	6	0	1.0	
Conditional	PTEN	Up	Oligodendrocytes	216	3	0	0	1.0	
Global	PTEN	Up	OPC	36254	3	1	0	1.0	
Conditional	PTEN	Up	OPC	216	3	0	0	1.0	
Global	PTEN	Up	Endothelial	36254	3	33	0	1.0	
Conditional	PTEN	Up	Endothelial	216	3	1	0	1.0	
Global	PTEN	Down	L2/3	36254	3	46	0	1.0	
Conditional	PTEN	Down	L2/3	216	3	2	0	1.0	
Global	PTEN	Down	L4	36254	3	40	0	1.0	
Conditional	PTEN	Down	L4	216	3	1	0	1.0	
Global	PTEN	Down	L5/6	36254	3	3	0	1.0	
Conditional	PTEN	Down	L5/6	216	3	0	0	1.0	
Global	PTEN	Down	L5/6-CC	36254	3	5	0	1.0	
Conditional	PTEN	Down	L5/6-CC	216	3	1	0	1.0	
Global	PTEN	Down	Neu-mat	36254	3	2	0	1.0	
Conditional	PTEN	Down	Neu-mat	216	3	0	0	1.0	
Global	PTEN	Down	Neu-NRGN-I	36254	3	6	0	1.0	
Conditional	PTEN	Down	Neu-NRGN-I	216	3	0	0	1.0	
Global	PTEN	Down	Neu-NRGN-II	36254	3	9	0	1.0	
Conditional	PTEN	Down	Neu-NRGN-II	216	3	0	0	1.0	
Global	PTEN	Down	IN-PV	36254	3	8	0	1.0	
Conditional	PTEN	Down	IN-PV	216	3	0	0	1.0	
Global	PTEN	Down	IN-SST	36254	3	8	0	1.0	
Conditional	PTEN	Down	IN-SST	216	3	0	0	1.0	
Global	PTEN	Down	IN-VIP	36254	3	21	0	1.0	
Conditional	PTEN	Down	IN-VIP	216	3	1	0	1.0	
Global	PTEN	Down	IN-SV2C	36254	3	21	0	1.0	
Conditional	PTEN	Down	IN-SV2C	216	3	0	0	1.0	
Global	PTEN	Down	Microglia	36254	3	20	0	1.0	
Conditional	PTEN	Down	Microglia	216	3	1	0	1.0	
Global	PTEN	Down	AST-PP	36254	3	14	0	1.0	
Conditional	PTEN	Down	AST-PP	216	3	0	0	1.0	
Global	PTEN	Down	AST-FB	36254	3	2	0	1.0	
Conditional	PTEN	Down	AST-FB	216	3	0	0	1.0	
Global	PTEN	Down	Oligodendrocytes	36254	3	10	0	1.0	
Conditional	PTEN	Down	Oligodendrocytes	216	3	0	0	1.0	
Global	PTEN	Down	OPC	36254	3	2	0	1.0	
Conditional	PTEN	Down	OPC	216	3	0	0	1.0	
Global	PTEN	Down	Endothelial	36254	3	26	0	1.0	
Conditional	PTEN	Down	Endothelial	216	3	1	0	1.0	
Global	SCN2A	All	L2/3	36254	54	107	1	0.14762450510480718	ATP1B1
Conditional	SCN2A	All	L2/3	855	54	9	1	0.4456853824615728	ATP1B1
Global	SCN2A	All	L4	36254	54	105	0	1.0	
Conditional	SCN2A	All	L4	855	54	6	0	1.0	
Global	SCN2A	All	L5/6	36254	54	8	0	1.0	
Conditional	SCN2A	All	L5/6	855	54	0	0	1.0	
Global	SCN2A	All	L5/6-CC	36254	54	19	0	1.0	
Conditional	SCN2A	All	L5/6-CC	855	54	2	0	1.0	
Global	SCN2A	All	Neu-mat	36254	54	3	0	1.0	
Conditional	SCN2A	All	Neu-mat	855	54	0	0	1.0	
Global	SCN2A	All	Neu-NRGN-I	36254	54	13	0	1.0	
Conditional	SCN2A	All	Neu-NRGN-I	855	54	1	0	1.0	
Global	SCN2A	All	Neu-NRGN-II	36254	54	26	0	1.0	
Conditional	SCN2A	All	Neu-NRGN-II	855	54	1	0	1.0	
Global	SCN2A	All	IN-PV	36254	54	27	1	0.03946098870857468	ATP1A3
Conditional	SCN2A	All	IN-PV	855	54	4	1	0.2300552493366208	ATP1A3
Global	SCN2A	All	IN-SST	36254	54	29	1	0.042322454652935645	SCN3A
Conditional	SCN2A	All	IN-SST	855	54	3	1	0.17795372485564034	SCN3A
Global	SCN2A	All	IN-VIP	36254	54	79	3	0.00022799294759332908	NTRK2,EPHA5,ELAVL2
Conditional	SCN2A	All	IN-VIP	855	54	8	3	0.010646453915339877	NTRK2,EPHA5,ELAVL2
Global	SCN2A	All	IN-SV2C	36254	54	32	1	0.04659897300427457	ELAVL4
Conditional	SCN2A	All	IN-SV2C	855	54	2	1	0.1223961543202268	ELAVL4
Global	SCN2A	All	Microglia	36254	54	78	0	1.0	
Conditional	SCN2A	All	Microglia	855	54	5	0	1.0	
Global	SCN2A	All	AST-PP	36254	54	59	0	1.0	
Conditional	SCN2A	All	AST-PP	855	54	2	0	1.0	
Global	SCN2A	All	AST-FB	36254	54	15	0	1.0	
Conditional	SCN2A	All	AST-FB	855	54	0	0	1.0	
Global	SCN2A	All	Oligodendrocytes	36254	54	16	0	1.0	
Conditional	SCN2A	All	Oligodendrocytes	855	54	3	0	1.0	
Global	SCN2A	All	OPC	36254	54	3	0	1.0	
Conditional	SCN2A	All	OPC	855	54	0	0	1.0	
Global	SCN2A	All	Endothelial	36254	54	59	0	1.0	
Conditional	SCN2A	All	Endothelial	855	54	2	0	1.0	
Global	SCN2A	Up	L2/3	36254	54	61	1	0.08698416548768419	ATP1B1
Conditional	SCN2A	Up	L2/3	855	54	6	1	0.3247222103299154	ATP1B1
Global	SCN2A	Up	L4	36254	54	65	0	1.0	
Conditional	SCN2A	Up	L4	855	54	2	0	1.0	
Global	SCN2A	Up	L5/6	36254	54	5	0	1.0	
Conditional	SCN2A	Up	L5/6	855	54	0	0	1.0	
Global	SCN2A	Up	L5/6-CC	36254	54	14	0	1.0	
Conditional	SCN2A	Up	L5/6-CC	855	54	1	0	1.0	
Global	SCN2A	Up	Neu-mat	36254	54	1	0	1.0	
Conditional	SCN2A	Up	Neu-mat	855	54	0	0	1.0	
Global	SCN2A	Up	Neu-NRGN-I	36254	54	7	0	1.0	
Conditional	SCN2A	Up	Neu-NRGN-I	855	54	0	0	1.0	
Global	SCN2A	Up	Neu-NRGN-II	36254	54	17	0	1.0	
Conditional	SCN2A	Up	Neu-NRGN-II	855	54	1	0	1.0	
Global	SCN2A	Up	IN-PV	36254	54	19	1	0.027930972755794408	ATP1A3
Conditional	SCN2A	Up	IN-PV	855	54	4	1	0.2300552493366208	ATP1A3
Global	SCN2A	Up	IN-SST	36254	54	21	1	0.030826147987680873	SCN3A
Conditional	SCN2A	Up	IN-SST	855	54	3	1	0.17795372485564034	SCN3A
Global	SCN2A	Up	IN-VIP	36254	54	58	3	9.094886867276054e-05	NTRK2,EPHA5,ELAVL2
Conditional	SCN2A	Up	IN-VIP	855	54	7	3	0.006963823605621238	NTRK2,EPHA5,ELAVL2
Global	SCN2A	Up	IN-SV2C	36254	54	11	1	0.01626514719801471	ELAVL4
Conditional	SCN2A	Up	IN-SV2C	855	54	2	1	0.1223961543202268	ELAVL4
Global	SCN2A	Up	Microglia	36254	54	58	0	1.0	
Conditional	SCN2A	Up	Microglia	855	54	3	0	1.0	
Global	SCN2A	Up	AST-PP	36254	54	45	0	1.0	
Conditional	SCN2A	Up	AST-PP	855	54	2	0	1.0	
Global	SCN2A	Up	AST-FB	36254	54	13	0	1.0	
Conditional	SCN2A	Up	AST-FB	855	54	0	0	1.0	
Global	SCN2A	Up	Oligodendrocytes	36254	54	6	0	1.0	
Conditional	SCN2A	Up	Oligodendrocytes	855	54	1	0	1.0	
Global	SCN2A	Up	OPC	36254	54	1	0	1.0	
Conditional	SCN2A	Up	OPC	855	54	0	0	1.0	
Global	SCN2A	Up	Endothelial	36254	54	33	0	1.0	
Conditional	SCN2A	Up	Endothelial	855	54	0	0	1.0	
Global	SCN2A	Down	L2/3	36254	54	46	0	1.0	
Conditional	SCN2A	Down	L2/3	855	54	3	0	1.0	
Global	SCN2A	Down	L4	36254	54	40	0	1.0	
Conditional	SCN2A	Down	L4	855	54	4	0	1.0	
Global	SCN2A	Down	L5/6	36254	54	3	0	1.0	
Conditional	SCN2A	Down	L5/6	855	54	0	0	1.0	
Global	SCN2A	Down	L5/6-CC	36254	54	5	0	1.0	
Conditional	SCN2A	Down	L5/6-CC	855	54	1	0	1.0	
Global	SCN2A	Down	Neu-mat	36254	54	2	0	1.0	
Conditional	SCN2A	Down	Neu-mat	855	54	0	0	1.0	
Global	SCN2A	Down	Neu-NRGN-I	36254	54	6	0	1.0	
Conditional	SCN2A	Down	Neu-NRGN-I	855	54	1	0	1.0	
Global	SCN2A	Down	Neu-NRGN-II	36254	54	9	0	1.0	
Conditional	SCN2A	Down	Neu-NRGN-II	855	54	0	0	1.0	
Global	SCN2A	Down	IN-PV	36254	54	8	0	1.0	
Conditional	SCN2A	Down	IN-PV	855	54	0	0	1.0	
Global	SCN2A	Down	IN-SST	36254	54	8	0	1.0	
Conditional	SCN2A	Down	IN-SST	855	54	0	0	1.0	
Global	SCN2A	Down	IN-VIP	36254	54	21	0	1.0	
Conditional	SCN2A	Down	IN-VIP	855	54	1	0	1.0	
Global	SCN2A	Down	IN-SV2C	36254	54	21	0	1.0	
Conditional	SCN2A	Down	IN-SV2C	855	54	0	0	1.0	
Global	SCN2A	Down	Microglia	36254	54	20	0	1.0	
Conditional	SCN2A	Down	Microglia	855	54	2	0	1.0	
Global	SCN2A	Down	AST-PP	36254	54	14	0	1.0	
Conditional	SCN2A	Down	AST-PP	855	54	0	0	1.0	
Global	SCN2A	Down	AST-FB	36254	54	2	0	1.0	
Conditional	SCN2A	Down	AST-FB	855	54	0	0	1.0	
Global	SCN2A	Down	Oligodendrocytes	36254	54	10	0	1.0	
Conditional	SCN2A	Down	Oligodendrocytes	855	54	2	0	1.0	
Global	SCN2A	Down	OPC	36254	54	2	0	1.0	
Conditional	SCN2A	Down	OPC	855	54	0	0	1.0	
Global	SCN2A	Down	Endothelial	36254	54	26	0	1.0	
Conditional	SCN2A	Down	Endothelial	855	54	2	0	1.0	
Global	SHANK3	All	L2/3	36254	114	107	2	0.04488560655915405	DPYSL2,RPLP2
Conditional	SHANK3	All	L2/3	1779	114	22	2	0.416951974643636	DPYSL2,RPLP2
Global	SHANK3	All	L4	36254	114	105	0	1.0	
Conditional	SHANK3	All	L4	1779	114	12	0	1.0	
Global	SHANK3	All	L5/6	36254	114	8	0	1.0	
Conditional	SHANK3	All	L5/6	1779	114	2	0	1.0	
Global	SHANK3	All	L5/6-CC	36254	114	19	1	0.05809809641506792	RPL8
Conditional	SHANK3	All	L5/6-CC	1779	114	6	1	0.3282951530949067	RPL8
Global	SHANK3	All	Neu-mat	36254	114	3	0	1.0	
Conditional	SHANK3	All	Neu-mat	1779	114	0	0	1.0	
Global	SHANK3	All	Neu-NRGN-I	36254	114	13	0	1.0	
Conditional	SHANK3	All	Neu-NRGN-I	1779	114	2	0	1.0	
Global	SHANK3	All	Neu-NRGN-II	36254	114	26	1	0.07864843792581254	IQSEC1
Conditional	SHANK3	All	Neu-NRGN-II	1779	114	2	1	0.1240892527557158	IQSEC1
Global	SHANK3	All	IN-PV	36254	114	27	0	1.0	
Conditional	SHANK3	All	IN-PV	1779	114	7	0	1.0	
Global	SHANK3	All	IN-SST	36254	114	29	0	1.0	
Conditional	SHANK3	All	IN-SST	1779	114	7	0	1.0	
Global	SHANK3	All	IN-VIP	36254	114	79	1	0.22047757003857615	ELAVL2
Conditional	SHANK3	All	IN-VIP	1779	114	11	1	0.5183870903228219	ELAVL2
Global	SHANK3	All	IN-SV2C	36254	114	32	0	1.0	
Conditional	SHANK3	All	IN-SV2C	1779	114	6	0	1.0	
Global	SHANK3	All	Microglia	36254	114	78	0	1.0	
Conditional	SHANK3	All	Microglia	1779	114	17	0	1.0	
Global	SHANK3	All	AST-PP	36254	114	59	0	1.0	
Conditional	SHANK3	All	AST-PP	1779	114	9	0	1.0	
Global	SHANK3	All	AST-FB	36254	114	15	0	1.0	
Conditional	SHANK3	All	AST-FB	1779	114	2	0	1.0	
Global	SHANK3	All	Oligodendrocytes	36254	114	16	0	1.0	
Conditional	SHANK3	All	Oligodendrocytes	1779	114	3	0	1.0	
Global	SHANK3	All	OPC	36254	114	3	0	1.0	
Conditional	SHANK3	All	OPC	1779	114	0	0	1.0	
Global	SHANK3	All	Endothelial	36254	114	59	0	1.0	
Conditional	SHANK3	All	Endothelial	1779	114	8	0	1.0	
Global	SHANK3	Up	L2/3	36254	114	61	1	0.17492000221849593	DPYSL2
Conditional	SHANK3	Up	L2/3	1779	114	13	1	0.578509618567079	DPYSL2
Global	SHANK3	Up	L4	36254	114	65	0	1.0	
Conditional	SHANK3	Up	L4	1779	114	8	0	1.0	
Global	SHANK3	Up	L5/6	36254	114	5	0	1.0	
Conditional	SHANK3	Up	L5/6	1779	114	1	0	1.0	
Global	SHANK3	Up	L5/6-CC	36254	114	14	0	1.0	
Conditional	SHANK3	Up	L5/6-CC	1779	114	4	0	1.0	
Global	SHANK3	Up	Neu-mat	36254	114	1	0	1.0	
Conditional	SHANK3	Up	Neu-mat	1779	114	0	0	1.0	
Global	SHANK3	Up	Neu-NRGN-I	36254	114	7	0	1.0	
Conditional	SHANK3	Up	Neu-NRGN-I	1779	114	1	0	1.0	
Global	SHANK3	Up	Neu-NRGN-II	36254	114	17	1	0.05214356648124173	IQSEC1
Conditional	SHANK3	Up	Neu-NRGN-II	1779	114	1	1	0.06408094435075885	IQSEC1
Global	SHANK3	Up	IN-PV	36254	114	19	0	1.0	
Conditional	SHANK3	Up	IN-PV	1779	114	6	0	1.0	
Global	SHANK3	Up	IN-SST	36254	114	21	0	1.0	
Conditional	SHANK3	Up	IN-SST	1779	114	6	0	1.0	
Global	SHANK3	Up	IN-VIP	36254	114	58	1	0.16707460286710069	ELAVL2
Conditional	SHANK3	Up	IN-VIP	1779	114	8	1	0.4119192803630258	ELAVL2
Global	SHANK3	Up	IN-SV2C	36254	114	11	0	1.0	
Conditional	SHANK3	Up	IN-SV2C	1779	114	2	0	1.0	
Global	SHANK3	Up	Microglia	36254	114	58	0	1.0	
Conditional	SHANK3	Up	Microglia	1779	114	12	0	1.0	
Global	SHANK3	Up	AST-PP	36254	114	45	0	1.0	
Conditional	SHANK3	Up	AST-PP	1779	114	8	0	1.0	
Global	SHANK3	Up	AST-FB	36254	114	13	0	1.0	
Conditional	SHANK3	Up	AST-FB	1779	114	2	0	1.0	
Global	SHANK3	Up	Oligodendrocytes	36254	114	6	0	1.0	
Conditional	SHANK3	Up	Oligodendrocytes	1779	114	1	0	1.0	
Global	SHANK3	Up	OPC	36254	114	1	0	1.0	
Conditional	SHANK3	Up	OPC	1779	114	0	0	1.0	
Global	SHANK3	Up	Endothelial	36254	114	33	0	1.0	
Conditional	SHANK3	Up	Endothelial	1779	114	1	0	1.0	
Global	SHANK3	Down	L2/3	36254	114	46	1	0.1349466809862504	RPLP2
Conditional	SHANK3	Down	L2/3	1779	114	9	1	0.44977427869087155	RPLP2
Global	SHANK3	Down	L4	36254	114	40	0	1.0	
Conditional	SHANK3	Down	L4	1779	114	4	0	1.0	
Global	SHANK3	Down	L5/6	36254	114	3	0	1.0	
Conditional	SHANK3	Down	L5/6	1779	114	1	0	1.0	
Global	SHANK3	Down	L5/6-CC	36254	114	5	1	0.01562469245204813	RPL8
Conditional	SHANK3	Down	L5/6-CC	1779	114	2	1	0.1240892527557158	RPL8
Global	SHANK3	Down	Neu-mat	36254	114	2	0	1.0	
Conditional	SHANK3	Down	Neu-mat	1779	114	0	0	1.0	
Global	SHANK3	Down	Neu-NRGN-I	36254	114	6	0	1.0	
Conditional	SHANK3	Down	Neu-NRGN-I	1779	114	1	0	1.0	
Global	SHANK3	Down	Neu-NRGN-II	36254	114	9	0	1.0	
Conditional	SHANK3	Down	Neu-NRGN-II	1779	114	1	0	1.0	
Global	SHANK3	Down	IN-PV	36254	114	8	0	1.0	
Conditional	SHANK3	Down	IN-PV	1779	114	1	0	1.0	
Global	SHANK3	Down	IN-SST	36254	114	8	0	1.0	
Conditional	SHANK3	Down	IN-SST	1779	114	1	0	1.0	
Global	SHANK3	Down	IN-VIP	36254	114	21	0	1.0	
Conditional	SHANK3	Down	IN-VIP	1779	114	3	0	1.0	
Global	SHANK3	Down	IN-SV2C	36254	114	21	0	1.0	
Conditional	SHANK3	Down	IN-SV2C	1779	114	4	0	1.0	
Global	SHANK3	Down	Microglia	36254	114	20	0	1.0	
Conditional	SHANK3	Down	Microglia	1779	114	5	0	1.0	
Global	SHANK3	Down	AST-PP	36254	114	14	0	1.0	
Conditional	SHANK3	Down	AST-PP	1779	114	1	0	1.0	
Global	SHANK3	Down	AST-FB	36254	114	2	0	1.0	
Conditional	SHANK3	Down	AST-FB	1779	114	0	0	1.0	
Global	SHANK3	Down	Oligodendrocytes	36254	114	10	0	1.0	
Conditional	SHANK3	Down	Oligodendrocytes	1779	114	2	0	1.0	
Global	SHANK3	Down	OPC	36254	114	2	0	1.0	
Conditional	SHANK3	Down	OPC	1779	114	0	0	1.0	
Global	SHANK3	Down	Endothelial	36254	114	26	0	1.0	
Conditional	SHANK3	Down	Endothelial	1779	114	7	0	1.0	
Global	SYNGAP1	All	L2/3	36254	130	107	3	0.00681668475578864	SSBP2,MAP2,RPS15
Conditional	SYNGAP1	All	L2/3	1147	130	17	3	0.30153935922680314	SSBP2,RPS15,MAP2
Global	SYNGAP1	All	L4	36254	130	105	2	0.05484191611308669	RPS15,PUM1
Conditional	SYNGAP1	All	L4	1147	130	8	2	0.22708585399287948	RPS15,PUM1
Global	SYNGAP1	All	L5/6	36254	130	8	0	1.0	
Conditional	SYNGAP1	All	L5/6	1147	130	2	0	1.0	
Global	SYNGAP1	All	L5/6-CC	36254	130	19	2	0.0020963719273890593	MAPRE2,MAP2
Conditional	SYNGAP1	All	L5/6-CC	1147	130	6	2	0.14103745308455296	MAPRE2,MAP2
Global	SYNGAP1	All	Neu-mat	36254	130	3	0	1.0	
Conditional	SYNGAP1	All	Neu-mat	1147	130	0	0	1.0	
Global	SYNGAP1	All	Neu-NRGN-I	36254	130	13	0	1.0	
Conditional	SYNGAP1	All	Neu-NRGN-I	1147	130	2	0	1.0	
Global	SYNGAP1	All	Neu-NRGN-II	36254	130	26	0	1.0	
Conditional	SYNGAP1	All	Neu-NRGN-II	1147	130	1	0	1.0	
Global	SYNGAP1	All	IN-PV	36254	130	27	0	1.0	
Conditional	SYNGAP1	All	IN-PV	1147	130	3	0	1.0	
Global	SYNGAP1	All	IN-SST	36254	130	29	2	0.004862103348413216	MAP2,PUM1
Conditional	SYNGAP1	All	IN-SST	1147	130	4	2	0.06561358405324337	MAP2,PUM1
Global	SYNGAP1	All	IN-VIP	36254	130	79	3	0.002920411471293716	SSBP2,RPS15,ELAVL2
Conditional	SYNGAP1	All	IN-VIP	1147	130	7	3	0.03536180991216112	SSBP2,RPS15,ELAVL2
Global	SYNGAP1	All	IN-SV2C	36254	130	32	0	1.0	
Conditional	SYNGAP1	All	IN-SV2C	1147	130	5	0	1.0	
Global	SYNGAP1	All	Microglia	36254	130	78	2	0.03209344078976335	SSBP2,H3F3B
Conditional	SYNGAP1	All	Microglia	1147	130	11	2	0.35955838304913734	SSBP2,H3F3B
Global	SYNGAP1	All	AST-PP	36254	130	59	1	0.19112679712551156	GPHN
Conditional	SYNGAP1	All	AST-PP	1147	130	6	1	0.5149162402464104	GPHN
Global	SYNGAP1	All	AST-FB	36254	130	15	0	1.0	
Conditional	SYNGAP1	All	AST-FB	1147	130	0	0	1.0	
Global	SYNGAP1	All	Oligodendrocytes	36254	130	16	0	1.0	
Conditional	SYNGAP1	All	Oligodendrocytes	1147	130	2	0	1.0	
Global	SYNGAP1	All	OPC	36254	130	3	0	1.0	
Conditional	SYNGAP1	All	OPC	1147	130	0	0	1.0	
Global	SYNGAP1	All	Endothelial	36254	130	59	2	0.019107236707186285	SFPQ,H3F3B
Conditional	SYNGAP1	All	Endothelial	1147	130	6	2	0.14103745308455296	SFPQ,H3F3B
Global	SYNGAP1	Up	L2/3	36254	130	61	2	0.0203415881452881	SSBP2,MAP2
Conditional	SYNGAP1	Up	L2/3	1147	130	10	2	0.3158367327135942	SSBP2,MAP2
Global	SYNGAP1	Up	L4	36254	130	65	1	0.20840337761336608	PUM1
Conditional	SYNGAP1	Up	L4	1147	130	6	1	0.5149162402464104	PUM1
Global	SYNGAP1	Up	L5/6	36254	130	5	0	1.0	
Conditional	SYNGAP1	Up	L5/6	1147	130	1	0	1.0	
Global	SYNGAP1	Up	L5/6-CC	36254	130	14	2	0.0011287851969382153	MAPRE2,MAP2
